År,Region,Effektklass,Solcellsanläggningar, Antal Installerad effekt (MW)
2017,1267 Höör,20 kW - 1 000 kW,3,0.1
2017,1267 Höör,> 1 000 kW,0,0
2017,1267 Höör,Totalt,50,0.48
2017,1270 Tomelilla,< 20 kw,37,0.33
2017,1270 Tomelilla,20 kW - 1 000 kW,17,0.83
2017,1270 Tomelilla,> 1 000 kW,0,0
2017,1270 Tomelilla,Totalt,54,1.16
2017,1272 Bromölla,< 20 kw,25,0.2
2017,1272 Bromölla,20 kW - 1 000 kW,1,0.02
2017,1272 Bromölla,> 1 000 kW,0,0
2017,1272 Bromölla,Totalt,26,0.22
2017,1273 Osby,< 20 kw,27,0.19
2017,1273 Osby,20 kW - 1 000 kW,3,0.1
2017,1273 Osby,> 1 000 kW,0,0
2017,1273 Osby,Totalt,30,0.29
2017,1275 Perstorp,< 20 kw,9,0.08
2017,1275 Perstorp,20 kW - 1 000 kW,0,0
2017,1275 Perstorp,> 1 000 kW,0,0
2017,1275 Perstorp,Totalt,9,0.08
2017,1276 Klippan,< 20 kw,45,0.37
2017,1276 Klippan,20 kW - 1 000 kW,1,0.04
2017,1276 Klippan,> 1 000 kW,0,0
2017,1276 Klippan,Totalt,46,0.41
2017,1277 Åstorp,< 20 kw,12,0.12
2017,1277 Åstorp,20 kW - 1 000 kW,1,0.03
2017,1277 Åstorp,> 1 000 kW,0,0
2017,1277 Åstorp,Totalt,13,0.15
2017,1278 Båstad,< 20 kw,45,0.32
2017,1278 Båstad,20 kW - 1 000 kW,3,0.16
2017,1278 Båstad,> 1 000 kW,0,0
2017,1278 Båstad,Totalt,48,0.48
2017,1280 Malmö,< 20 kw,101,0.84
2017,1280 Malmö,20 kW - 1 000 kW,52,2.92
2017,1280 Malmö,> 1 000 kW,0,0
2017,1280 Malmö,Totalt,153,3.76
2017,1281 Lund,< 20 kw,178,1.21
2017,1281 Lund,20 kW - 1 000 kW,28,1.06
2017,1281 Lund,> 1 000 kW,0,0
2017,1281 Lund,Totalt,206,2.27
2017,1282 Landskrona,< 20 kw,21,0.17
2017,1282 Landskrona,20 kW - 1 000 kW,3,0.11
2017,1282 Landskrona,> 1 000 kW,0,0
2017,1282 Landskrona,Totalt,24,0.28
2017,1283 Helsingborg,< 20 kw,116,1.11
2017,1283 Helsingborg,20 kW - 1 000 kW,51,3.41
2017,1283 Helsingborg,> 1 000 kW,0,0
2017,1283 Helsingborg,Totalt,167,4.53
2017,1284 Höganäs,< 20 kw,50,0.42
2017,1284 Höganäs,20 kW - 1 000 kW,6,0.36
2017,1284 Höganäs,> 1 000 kW,0,0
2017,1284 Höganäs,Totalt,56,0.78
2017,1285 Eslöv,< 20 kw,78,0.64
2017,1285 Eslöv,20 kW - 1 000 kW,8,0.39
2017,1285 Eslöv,> 1 000 kW,0,0
2017,1285 Eslöv,Totalt,86,1.04
2017,1286 Ystad,< 20 kw,60,0.61
2017,1286 Ystad,20 kW - 1 000 kW,21,0.9
2017,1286 Ystad,> 1 000 kW,0,0
2017,1286 Ystad,Totalt,81,1.51
2017,1287 Trelleborg,< 20 kw,44,0.4
2017,1287 Trelleborg,20 kW - 1 000 kW,21,0.98
2017,1287 Trelleborg,> 1 000 kW,0,0
2017,1287 Trelleborg,Totalt,65,1.38
2017,1290 Kristianstad,< 20 kw,121,1.05
2017,1290 Kristianstad,20 kW - 1 000 kW,28,1.37
2017,1290 Kristianstad,> 1 000 kW,0,0
2017,1290 Kristianstad,Totalt,149,2.42
2017,1291 Simrishamn,< 20 kw,67,0.59
2017,1291 Simrishamn,20 kW - 1 000 kW,20,1.59
2017,1291 Simrishamn,> 1 000 kW,0,0
2017,1291 Simrishamn,Totalt,87,2.18
2017,1292 Ängelholm,< 20 kw,73,0.64
2017,1292 Ängelholm,20 kW - 1 000 kW,14,0.56
2017,1292 Ängelholm,> 1 000 kW,0,0
2017,1292 Ängelholm,Totalt,87,1.21
2017,1293 Hässleholm,< 20 kw,131,1.04
2017,1293 Hässleholm,20 kW - 1 000 kW,14,1
2017,1293 Hässleholm,> 1 000 kW,0,0
2017,1293 Hässleholm,Totalt,145,2.04
2017,1315 Hylte,< 20 kw,29,0.28
2017,1315 Hylte,20 kW - 1 000 kW,3,0.12
2017,1315 Hylte,> 1 000 kW,0,0
2017,1315 Hylte,Totalt,32,0.4
2017,1380 Halmstad,< 20 kw,188,1.54
2017,1380 Halmstad,20 kW - 1 000 kW,42,2.2
2017,1380 Halmstad,> 1 000 kW,0,0
2017,1380 Halmstad,Totalt,230,3.74
2017,1381 Laholm,< 20 kw,93,0.71
2017,1381 Laholm,20 kW - 1 000 kW,8,0.4
2017,1381 Laholm,> 1 000 kW,0,0
2017,1381 Laholm,Totalt,101,1.1
2017,1382 Falkenberg,< 20 kw,164,1.32
2017,1382 Falkenberg,20 kW - 1 000 kW,23,1
2017,1382 Falkenberg,> 1 000 kW,0,0
2017,1382 Falkenberg,Totalt,187,2.32
2017,1383 Varberg,< 20 kw,236,2.02
2017,1383 Varberg,20 kW - 1 000 kW,40,1.44
2017,1383 Varberg,> 1 000 kW,1,2.3
2017,1383 Varberg,Totalt,277,5.76
2017,1384 Kungsbacka,< 20 kw,230,2.05
2017,1384 Kungsbacka,20 kW - 1 000 kW,54,3.12
2017,1384 Kungsbacka,> 1 000 kW,0,0
2017,1384 Kungsbacka,Totalt,284,5.17
2017,1401 Härryda,< 20 kw,51,0.41
2017,1401 Härryda,20 kW - 1 000 kW,5,0.24
2017,1401 Härryda,> 1 000 kW,0,0
2017,1401 Härryda,Totalt,56,0.65
2017,1402 Partille,< 20 kw,44,0.17
2017,1402 Partille,20 kW - 1 000 kW,0,0
2017,1402 Partille,> 1 000 kW,0,0
2017,1402 Partille,Totalt,44,0.17
2017,1407 Öckerö,< 20 kw,9,0.07
2017,1407 Öckerö,20 kW - 1 000 kW,1,0.02
2017,1407 Öckerö,> 1 000 kW,0,0
2017,1407 Öckerö,Totalt,10,0.09
2017,1415 Stenungsund,< 20 kw,59,0.45
2017,1415 Stenungsund,20 kW - 1 000 kW,5,0.14
2017,1415 Stenungsund,> 1 000 kW,0,0
2017,1415 Stenungsund,Totalt,64,0.6
2017,1419 Tjörn,< 20 kw,60,0.46
2017,1419 Tjörn,20 kW - 1 000 kW,2,0.05
2017,1419 Tjörn,> 1 000 kW,0,0
2017,1419 Tjörn,Totalt,62,0.5
2017,1421 Orust,< 20 kw,93,0.74
2017,1421 Orust,20 kW - 1 000 kW,4,0.21
2017,1421 Orust,> 1 000 kW,0,0
2017,1421 Orust,Totalt,97,0.95
2017,1427 Sotenäs,< 20 kw,17,0.12
2017,1427 Sotenäs,20 kW - 1 000 kW,9,0.32
2017,1427 Sotenäs,> 1 000 kW,0,0
2017,1427 Sotenäs,Totalt,26,0.45
2017,1430 Munkedal,< 20 kw,..,..
2017,1430 Munkedal,20 kW - 1 000 kW,4,0.11
2017,1430 Munkedal,> 1 000 kW,0,0
2017,1430 Munkedal,Totalt,..,..
2017,1435 Tanum,< 20 kw,..,..
2017,1435 Tanum,20 kW - 1 000 kW,..,..
2017,1435 Tanum,> 1 000 kW,0,0
2017,1435 Tanum,Totalt,45,0.43
2017,1438 Dals-Ed,< 20 kw,8,0.09
2017,1438 Dals-Ed,20 kW - 1 000 kW,1,0.03
2017,1438 Dals-Ed,> 1 000 kW,0,0
2017,1438 Dals-Ed,Totalt,9,0.11
2017,1439 Färgelanda,< 20 kw,7,0.07
2017,1439 Färgelanda,20 kW - 1 000 kW,2,0.06
2017,1439 Färgelanda,> 1 000 kW,0,0
2017,1439 Färgelanda,Totalt,9,0.13
2017,1440 Ale,< 20 kw,..,..
2017,1440 Ale,20 kW - 1 000 kW,1,0.03
2017,1440 Ale,> 1 000 kW,0,0
2017,1440 Ale,Totalt,..,..
2017,1441 Lerum,< 20 kw,84,0.52
2017,1441 Lerum,20 kW - 1 000 kW,12,0.29
2017,1441 Lerum,> 1 000 kW,0,0
2017,1441 Lerum,Totalt,96,0.8
2017,1442 Vårgårda,< 20 kw,22,0.19
2017,1442 Vårgårda,20 kW - 1 000 kW,3,0.11
2017,1442 Vårgårda,> 1 000 kW,0,0
2017,1442 Vårgårda,Totalt,25,0.3
2017,1443 Bollebygd,< 20 kw,19,0.18
2017,1443 Bollebygd,20 kW - 1 000 kW,2,0.05
2017,1443 Bollebygd,> 1 000 kW,0,0
2017,1443 Bollebygd,Totalt,21,0.22
2017,1444 Grästorp,< 20 kw,..,..
2017,1444 Grästorp,20 kW - 1 000 kW,1,0.02
2017,1444 Grästorp,> 1 000 kW,0,0
2017,1444 Grästorp,Totalt,..,..
2017,1445 Essunga,< 20 kw,..,..
2017,1445 Essunga,20 kW - 1 000 kW,..,..
2017,1445 Essunga,> 1 000 kW,0,0
2017,1445 Essunga,Totalt,35,0.35
2017,1446 Karlsborg,< 20 kw,11,0.09
2017,1446 Karlsborg,20 kW - 1 000 kW,1,0.02
2017,1446 Karlsborg,> 1 000 kW,0,0
2017,1446 Karlsborg,Totalt,12,0.11
2017,1447 Gullspång,< 20 kw,12,0.1
2017,1447 Gullspång,20 kW - 1 000 kW,2,0.3
2017,1447 Gullspång,> 1 000 kW,0,0
2017,1447 Gullspång,Totalt,14,0.41
2017,1452 Tranemo,< 20 kw,32,0.24
2017,1452 Tranemo,20 kW - 1 000 kW,6,0.21
2017,1452 Tranemo,> 1 000 kW,0,0
2017,1452 Tranemo,Totalt,38,0.46
2017,1460 Bengtsfors,< 20 kw,24,0.2
2017,1460 Bengtsfors,20 kW - 1 000 kW,2,0.04
2017,1460 Bengtsfors,> 1 000 kW,0,0
2017,1460 Bengtsfors,Totalt,26,0.24
2017,1461 Mellerud,< 20 kw,27,0.22
2017,1461 Mellerud,20 kW - 1 000 kW,1,0.03
2017,1461 Mellerud,> 1 000 kW,0,0
2017,1461 Mellerud,Totalt,28,0.25
2017,1462 Lilla Edet,< 20 kw,17,0.11
2017,1462 Lilla Edet,20 kW - 1 000 kW,2,0.06
2017,1462 Lilla Edet,> 1 000 kW,0,0
2017,1462 Lilla Edet,Totalt,19,0.16
2017,1463 Mark,< 20 kw,61,0.48
2017,1463 Mark,20 kW - 1 000 kW,6,0.22
2017,1463 Mark,> 1 000 kW,0,0
2017,1463 Mark,Totalt,67,0.7
2017,1465 Svenljunga,< 20 kw,29,0.26
2017,1465 Svenljunga,20 kW - 1 000 kW,0,0
2017,1465 Svenljunga,> 1 000 kW,0,0
2017,1465 Svenljunga,Totalt,29,0.26
2017,1466 Herrljunga,< 20 kw,39,0.3
2017,1466 Herrljunga,20 kW - 1 000 kW,8,0.41
2017,1466 Herrljunga,> 1 000 kW,0,0
2017,1466 Herrljunga,Totalt,47,0.71
2017,1470 Vara,< 20 kw,47,0.43
2017,1470 Vara,20 kW - 1 000 kW,7,0.24
2017,1470 Vara,> 1 000 kW,0,0
2017,1470 Vara,Totalt,54,0.66
2017,1471 Götene,< 20 kw,21,0.14
2017,1471 Götene,20 kW - 1 000 kW,4,0.14
2017,1471 Götene,> 1 000 kW,0,0
2017,1471 Götene,Totalt,25,0.28
2017,1472 Tibro,< 20 kw,13,0.12
2017,1472 Tibro,20 kW - 1 000 kW,0,0
2017,1472 Tibro,> 1 000 kW,0,0
2017,1472 Tibro,Totalt,13,0.12
2017,1473 Töreboda,< 20 kw,14,0.14
2017,1473 Töreboda,20 kW - 1 000 kW,5,0.17
2017,1473 Töreboda,> 1 000 kW,0,0
2017,1473 Töreboda,Totalt,19,0.31
2017,1480 Göteborg,< 20 kw,330,2.62
2017,1480 Göteborg,20 kW - 1 000 kW,54,2.73
2017,1480 Göteborg,> 1 000 kW,0,0
2017,1480 Göteborg,Totalt,384,5.35
2017,1481 Mölndal,< 20 kw,50,0.42
2017,1481 Mölndal,20 kW - 1 000 kW,13,0.47
2017,1481 Mölndal,> 1 000 kW,0,0
2017,1481 Mölndal,Totalt,63,0.89
2017,1482 Kungälv,< 20 kw,66,0.51
2017,1482 Kungälv,20 kW - 1 000 kW,13,0.72
2017,1482 Kungälv,> 1 000 kW,0,0
2017,1482 Kungälv,Totalt,79,1.23
2017,1484 Lysekil,< 20 kw,17,0.14
2017,1484 Lysekil,20 kW - 1 000 kW,1,0.05
2017,1484 Lysekil,> 1 000 kW,0,0
2017,1484 Lysekil,Totalt,18,0.19
2017,1485 Uddevalla,< 20 kw,73,0.5
2017,1485 Uddevalla,20 kW - 1 000 kW,3,0.09
2017,1485 Uddevalla,> 1 000 kW,0,0
2017,1485 Uddevalla,Totalt,76,0.59
2017,1486 Strömstad,< 20 kw,22,0.16
2017,1486 Strömstad,20 kW - 1 000 kW,1,0.02
2017,1486 Strömstad,> 1 000 kW,0,0
2017,1486 Strömstad,Totalt,23,0.18
2017,1487 Vänersborg,< 20 kw,41,0.29
2017,1487 Vänersborg,20 kW - 1 000 kW,7,0.29
2017,1487 Vänersborg,> 1 000 kW,0,0
2017,1487 Vänersborg,Totalt,48,0.58
2017,1488 Trollhättan,< 20 kw,37,0.28
2017,1488 Trollhättan,20 kW - 1 000 kW,9,0.5
2017,1488 Trollhättan,> 1 000 kW,0,0
2017,1488 Trollhättan,Totalt,46,0.78
2017,1489 Alingsås,< 20 kw,70,0.49
2017,1489 Alingsås,20 kW - 1 000 kW,9,0.49
2017,1489 Alingsås,> 1 000 kW,0,0
2017,1489 Alingsås,Totalt,79,0.98
2017,1490 Borås,< 20 kw,114,0.94
2017,1490 Borås,20 kW - 1 000 kW,19,1.05
2017,1490 Borås,> 1 000 kW,0,0
2017,1490 Borås,Totalt,133,1.99
2017,1491 Ulricehamn,< 20 kw,54,0.46
2017,1491 Ulricehamn,20 kW - 1 000 kW,11,0.39
2017,1491 Ulricehamn,> 1 000 kW,0,0
2017,1491 Ulricehamn,Totalt,65,0.85
2017,1492 Åmål,< 20 kw,13,0.09
2017,1492 Åmål,20 kW - 1 000 kW,1,0.04
2017,1492 Åmål,> 1 000 kW,0,0
2017,1492 Åmål,Totalt,14,0.13
2017,1493 Mariestad,< 20 kw,23,0.19
2017,1493 Mariestad,20 kW - 1 000 kW,2,0.06
2017,1493 Mariestad,> 1 000 kW,0,0
2017,1493 Mariestad,Totalt,25,0.25
2017,1494 Lidköping,< 20 kw,63,0.46
2017,1494 Lidköping,20 kW - 1 000 kW,18,0.66
2017,1494 Lidköping,> 1 000 kW,0,0
2017,1494 Lidköping,Totalt,81,1.12
2017,1495 Skara,< 20 kw,..,..
2017,1495 Skara,20 kW - 1 000 kW,..,..
2017,1495 Skara,> 1 000 kW,0,0
2017,1495 Skara,Totalt,27,0.19
2017,1496 Skövde,< 20 kw,63,0.5
2017,1496 Skövde,20 kW - 1 000 kW,13,1.53
2017,1496 Skövde,> 1 000 kW,0,0
2017,1496 Skövde,Totalt,76,2.03
2017,1497 Hjo,< 20 kw,13,0.2
2017,1497 Hjo,20 kW - 1 000 kW,4,0.17
2017,1497 Hjo,> 1 000 kW,0,0
2017,1497 Hjo,Totalt,17,0.36
2017,1498 Tidaholm,< 20 kw,..,..
2017,1498 Tidaholm,20 kW - 1 000 kW,..,..
2017,1498 Tidaholm,> 1 000 kW,0,0
2017,1498 Tidaholm,Totalt,..,..
2017,1499 Falköping,< 20 kw,69,0.58
2017,1499 Falköping,20 kW - 1 000 kW,6,0.15
2017,1499 Falköping,> 1 000 kW,0,0
2017,1499 Falköping,Totalt,75,0.72
2017,1715 Kil,< 20 kw,18,0.13
2017,1715 Kil,20 kW - 1 000 kW,1,0.04
2017,1715 Kil,> 1 000 kW,0,0
2017,1715 Kil,Totalt,19,0.17
2017,1730 Eda,< 20 kw,12,0.09
2017,1730 Eda,20 kW - 1 000 kW,0,0
2017,1730 Eda,> 1 000 kW,0,0
2017,1730 Eda,Totalt,12,0.09
2017,1737 Torsby,< 20 kw,16,0.13
2017,1737 Torsby,20 kW - 1 000 kW,1,0.04
2017,1737 Torsby,> 1 000 kW,0,0
2017,1737 Torsby,Totalt,17,0.17
2017,1760 Storfors,< 20 kw,5,0.02
2017,1760 Storfors,20 kW - 1 000 kW,2,0.04
2017,1760 Storfors,> 1 000 kW,0,0
2017,1760 Storfors,Totalt,7,0.07
2017,1761 Hammarö,< 20 kw,20,0.15
2017,1761 Hammarö,20 kW - 1 000 kW,2,0.04
2017,1761 Hammarö,> 1 000 kW,0,0
2017,1761 Hammarö,Totalt,22,0.19
2017,1762 Munkfors,< 20 kw,5,0.05
2017,1762 Munkfors,20 kW - 1 000 kW,0,0
2017,1762 Munkfors,> 1 000 kW,0,0
2017,1762 Munkfors,Totalt,5,0.05
2017,1763 Forshaga,< 20 kw,14,0.12
2017,1763 Forshaga,20 kW - 1 000 kW,0,0
2017,1763 Forshaga,> 1 000 kW,0,0
2017,1763 Forshaga,Totalt,14,0.12
2017,1764 Grums,< 20 kw,8,0.07
2017,1764 Grums,20 kW - 1 000 kW,0,0
2017,1764 Grums,> 1 000 kW,0,0
2017,1764 Grums,Totalt,8,0.07
2017,1765 Årjäng,< 20 kw,35,0.27
2017,1765 Årjäng,20 kW - 1 000 kW,1,0.04
2017,1765 Årjäng,> 1 000 kW,0,0
2017,1765 Årjäng,Totalt,36,0.31
2017,1766 Sunne,< 20 kw,59,0.39
2017,1766 Sunne,20 kW - 1 000 kW,2,0.05
2017,1766 Sunne,> 1 000 kW,0,0
2017,1766 Sunne,Totalt,61,0.44
2017,1780 Karlstad,< 20 kw,95,0.71
2017,1780 Karlstad,20 kW - 1 000 kW,13,0.48
2017,1780 Karlstad,> 1 000 kW,0,0
2017,1780 Karlstad,Totalt,108,1.2
2017,1781 Kristinehamn,< 20 kw,13,0.09
2017,1781 Kristinehamn,20 kW - 1 000 kW,3,0.27
2017,1781 Kristinehamn,> 1 000 kW,0,0
2017,1781 Kristinehamn,Totalt,16,0.36
2017,1782 Filipstad,< 20 kw,20,0.15
2017,1782 Filipstad,20 kW - 1 000 kW,0,0
2017,1782 Filipstad,> 1 000 kW,0,0
2017,1782 Filipstad,Totalt,20,0.15
2017,1783 Hagfors,< 20 kw,21,0.19
2017,1783 Hagfors,20 kW - 1 000 kW,1,0.04
2017,1783 Hagfors,> 1 000 kW,0,0
2017,1783 Hagfors,Totalt,22,0.23
2017,1784 Arvika,< 20 kw,35,0.28
2017,1784 Arvika,20 kW - 1 000 kW,6,1.14
2017,1784 Arvika,> 1 000 kW,0,0
2017,1784 Arvika,Totalt,41,1.42
2017,1785 Säffle,< 20 kw,20,0.13
2017,1785 Säffle,20 kW - 1 000 kW,3,0.08
2017,1785 Säffle,> 1 000 kW,0,0
2017,1785 Säffle,Totalt,23,0.21
2017,1814 Lekeberg,< 20 kw,35,0.3
2017,1814 Lekeberg,20 kW - 1 000 kW,0,0
2017,1814 Lekeberg,> 1 000 kW,0,0
2017,1814 Lekeberg,Totalt,35,0.3
2017,1860 Laxå,< 20 kw,..,..
2017,1860 Laxå,20 kW - 1 000 kW,1,0.03
2017,1860 Laxå,> 1 000 kW,0,0
2017,1860 Laxå,Totalt,..,..
2017,1861 Hallsberg,< 20 kw,24,0.18
2017,1861 Hallsberg,20 kW - 1 000 kW,9,0.3
2017,1861 Hallsberg,> 1 000 kW,0,0
2017,1861 Hallsberg,Totalt,33,0.47
2017,1862 Degerfors,< 20 kw,21,0.15
2017,1862 Degerfors,20 kW - 1 000 kW,1,0.03
2017,1862 Degerfors,> 1 000 kW,0,0
2017,1862 Degerfors,Totalt,22,0.18
2017,1863 Hällefors,< 20 kw,11,0.06
2017,1863 Hällefors,20 kW - 1 000 kW,0,0
2017,1863 Hällefors,> 1 000 kW,0,0
2017,1863 Hällefors,Totalt,11,0.06
2017,1864 Ljusnarsberg,< 20 kw,..,..
2017,1864 Ljusnarsberg,20 kW - 1 000 kW,1,0.04
2017,1864 Ljusnarsberg,> 1 000 kW,0,0
2017,1864 Ljusnarsberg,Totalt,..,..
2017,1880 Örebro,< 20 kw,146,1.23
2017,1880 Örebro,20 kW - 1 000 kW,21,1.34
2017,1880 Örebro,> 1 000 kW,0,0
2017,1880 Örebro,Totalt,167,2.57
2017,1881 Kumla,< 20 kw,38,0.37
2017,1881 Kumla,20 kW - 1 000 kW,1,0.02
2017,1881 Kumla,> 1 000 kW,0,0
2017,1881 Kumla,Totalt,39,0.39
2017,1882 Askersund,< 20 kw,..,..
2017,1882 Askersund,20 kW - 1 000 kW,..,..
2017,1882 Askersund,> 1 000 kW,0,0
2017,1882 Askersund,Totalt,44,0.6
2017,1883 Karlskoga,< 20 kw,42,0.25
2017,1883 Karlskoga,20 kW - 1 000 kW,4,0.25
2017,1883 Karlskoga,> 1 000 kW,0,0
2017,1883 Karlskoga,Totalt,46,0.51
2017,1884 Nora,< 20 kw,14,0.14
2017,1884 Nora,20 kW - 1 000 kW,2,0.06
2017,1884 Nora,> 1 000 kW,0,0
2017,1884 Nora,Totalt,16,0.19
2017,1885 Lindesberg,< 20 kw,..,..
2017,1885 Lindesberg,20 kW - 1 000 kW,..,..
2017,1885 Lindesberg,> 1 000 kW,0,0
2017,1885 Lindesberg,Totalt,35,0.38
2017,1904 Skinnskatteberg,< 20 kw,8,0.05
2017,1904 Skinnskatteberg,20 kW - 1 000 kW,1,0.04
2017,1904 Skinnskatteberg,> 1 000 kW,0,0
2017,1904 Skinnskatteberg,Totalt,9,0.09
2017,1907 Surahammar,< 20 kw,10,0.06
2017,1907 Surahammar,20 kW - 1 000 kW,1,0.04
2017,1907 Surahammar,> 1 000 kW,0,0
2017,1907 Surahammar,Totalt,11,0.1
2017,1960 Kungsör,< 20 kw,8,0.07
2017,1960 Kungsör,20 kW - 1 000 kW,1,0.05
2017,1960 Kungsör,> 1 000 kW,0,0
2017,1960 Kungsör,Totalt,9,0.13
2017,1961 Hallstahammar,< 20 kw,21,0.2
2017,1961 Hallstahammar,20 kW - 1 000 kW,11,0.48
2017,1961 Hallstahammar,> 1 000 kW,0,0
2017,1961 Hallstahammar,Totalt,32,0.68
2017,1962 Norberg,< 20 kw,14,0.12
2017,1962 Norberg,20 kW - 1 000 kW,2,0.12
2017,1962 Norberg,> 1 000 kW,0,0
2017,1962 Norberg,Totalt,16,0.24
2017,1980 Västerås,< 20 kw,189,1.16
2017,1980 Västerås,20 kW - 1 000 kW,66,3.35
2017,1980 Västerås,> 1 000 kW,1,1
2017,1980 Västerås,Totalt,256,5.51
2017,1981 Sala,< 20 kw,..,..
2017,1981 Sala,20 kW - 1 000 kW,17,0.71
2017,1981 Sala,> 1 000 kW,0,0
2017,1981 Sala,Totalt,..,..
2017,1982 Fagersta,< 20 kw,..,..
2017,1982 Fagersta,20 kW - 1 000 kW,0,0
2017,1982 Fagersta,> 1 000 kW,0,0
2017,1982 Fagersta,Totalt,..,..
2017,1983 Köping,< 20 kw,39,0.27
2017,1983 Köping,20 kW - 1 000 kW,26,1.25
2017,1983 Köping,> 1 000 kW,0,0
2017,1983 Köping,Totalt,65,1.53
2017,1984 Arboga,< 20 kw,10,0.06
2017,1984 Arboga,20 kW - 1 000 kW,8,0.32
2017,1984 Arboga,> 1 000 kW,0,0
2017,1984 Arboga,Totalt,18,0.38
2017,2021 Vansbro,< 20 kw,8,0.06
2017,2021 Vansbro,20 kW - 1 000 kW,0,0
2017,2021 Vansbro,> 1 000 kW,0,0
2017,2021 Vansbro,Totalt,8,0.06
2017,2023 Malung-Sälen,< 20 kw,6,0.03
2017,2023 Malung-Sälen,20 kW - 1 000 kW,0,0
2017,2023 Malung-Sälen,> 1 000 kW,0,0
2017,2023 Malung-Sälen,Totalt,6,0.03
2017,2026 Gagnef,< 20 kw,24,0.18
2017,2026 Gagnef,20 kW - 1 000 kW,0,0
2017,2026 Gagnef,> 1 000 kW,0,0
2017,2026 Gagnef,Totalt,24,0.18
2017,2029 Leksand,< 20 kw,44,0.29
2017,2029 Leksand,20 kW - 1 000 kW,3,0.09
2017,2029 Leksand,> 1 000 kW,0,0
2017,2029 Leksand,Totalt,47,0.38
2017,2031 Rättvik,< 20 kw,26,0.18
2017,2031 Rättvik,20 kW - 1 000 kW,0,0
2017,2031 Rättvik,> 1 000 kW,0,0
2017,2031 Rättvik,Totalt,26,0.18
2017,2034 Orsa,< 20 kw,24,0.22
2017,2034 Orsa,20 kW - 1 000 kW,0,0
2017,2034 Orsa,> 1 000 kW,0,0
2017,2034 Orsa,Totalt,24,0.22
2017,2039 Älvdalen,< 20 kw,10,0.09
2017,2039 Älvdalen,20 kW - 1 000 kW,0,0
2017,2039 Älvdalen,> 1 000 kW,0,0
2017,2039 Älvdalen,Totalt,10,0.09
2017,2061 Smedjebacken,< 20 kw,..,..
2017,2061 Smedjebacken,20 kW - 1 000 kW,..,..
2017,2061 Smedjebacken,> 1 000 kW,0,0
2017,2061 Smedjebacken,Totalt,15,0.16
2017,2062 Mora,< 20 kw,25,0.18
2017,2062 Mora,20 kW - 1 000 kW,0,0
2017,2062 Mora,> 1 000 kW,0,0
2017,2062 Mora,Totalt,25,0.18
2017,2080 Falun,< 20 kw,77,0.58
2017,2080 Falun,20 kW - 1 000 kW,8,0.38
2017,2080 Falun,> 1 000 kW,0,0
2017,2080 Falun,Totalt,85,0.96
2017,2081 Borlänge,< 20 kw,41,0.29
2017,2081 Borlänge,20 kW - 1 000 kW,2,0.07
2017,2081 Borlänge,> 1 000 kW,0,0
2017,2081 Borlänge,Totalt,43,0.36
2017,2082 Säter,< 20 kw,14,0.12
2017,2082 Säter,20 kW - 1 000 kW,1,0.03
2017,2082 Säter,> 1 000 kW,0,0
2017,2082 Säter,Totalt,15,0.16
2017,2083 Hedemora,< 20 kw,..,..
2017,2083 Hedemora,20 kW - 1 000 kW,..,..
2017,2083 Hedemora,> 1 000 kW,0,0
2017,2083 Hedemora,Totalt,21,0.18
2017,2084 Avesta,< 20 kw,37,0.25
2017,2084 Avesta,20 kW - 1 000 kW,..,..
2017,2084 Avesta,> 1 000 kW,0,0
2017,2084 Avesta,Totalt,..,..
2017,2085 Ludvika,< 20 kw,..,..
2017,2085 Ludvika,20 kW - 1 000 kW,0,0
2017,2085 Ludvika,> 1 000 kW,0,0
2017,2085 Ludvika,Totalt,..,..
2017,2101 Ockelbo,< 20 kw,4,0.03
2017,2101 Ockelbo,20 kW - 1 000 kW,0,0
2017,2101 Ockelbo,> 1 000 kW,0,0
2017,2101 Ockelbo,Totalt,4,0.03
2017,2104 Hofors,< 20 kw,..,..
2017,2104 Hofors,20 kW - 1 000 kW,0,0
2017,2104 Hofors,> 1 000 kW,0,0
2017,2104 Hofors,Totalt,..,..
2017,2121 Ovanåker,< 20 kw,..,..
2017,2121 Ovanåker,20 kW - 1 000 kW,3,0.1
2017,2121 Ovanåker,> 1 000 kW,0,0
2017,2121 Ovanåker,Totalt,..,..
2017,2132 Nordanstig,< 20 kw,11,0.08
2017,2132 Nordanstig,20 kW - 1 000 kW,3,0.08
2017,2132 Nordanstig,> 1 000 kW,0,0
2017,2132 Nordanstig,Totalt,14,0.16
2017,2161 Ljusdal,< 20 kw,22,0.17
2017,2161 Ljusdal,20 kW - 1 000 kW,2,0.1
2017,2161 Ljusdal,> 1 000 kW,0,0
2017,2161 Ljusdal,Totalt,24,0.27
2017,2180 Gävle,< 20 kw,43,0.3
2017,2180 Gävle,20 kW - 1 000 kW,4,0.34
2017,2180 Gävle,> 1 000 kW,0,0
2017,2180 Gävle,Totalt,47,0.64
2017,2181 Sandviken,< 20 kw,25,0.17
2017,2181 Sandviken,20 kW - 1 000 kW,0,0
2017,2181 Sandviken,> 1 000 kW,0,0
2017,2181 Sandviken,Totalt,25,0.17
2017,2182 Söderhamn,< 20 kw,24,0.16
2017,2182 Söderhamn,20 kW - 1 000 kW,2,0.06
2017,2182 Söderhamn,> 1 000 kW,0,0
2017,2182 Söderhamn,Totalt,26,0.22
2017,2183 Bollnäs,< 20 kw,14,0.1
