År,Region,Effektklass,Solcellsanläggningar, Antal Installerad effekt (MW)
2018,2260 Ånge,20 kW - 1 000 kW,0,0
2018,2260 Ånge,> 1 000 kW,0,0
2018,2260 Ånge,Totalt,13,0.1
2018,2262 Timrå,< 20 kw,43,0.41
2018,2262 Timrå,20 kW - 1 000 kW,2,0.07
2018,2262 Timrå,> 1 000 kW,0,0
2018,2262 Timrå,Totalt,45,0.48
2018,2280 Härnösand,< 20 kw,39,0.31
2018,2280 Härnösand,20 kW - 1 000 kW,7,0.3
2018,2280 Härnösand,> 1 000 kW,0,0
2018,2280 Härnösand,Totalt,46,0.61
2018,2281 Sundsvall,< 20 kw,94,0.78
2018,2281 Sundsvall,20 kW - 1 000 kW,8,0.63
2018,2281 Sundsvall,> 1 000 kW,0,0
2018,2281 Sundsvall,Totalt,102,1.41
2018,2282 Kramfors,< 20 kw,33,0.31
2018,2282 Kramfors,20 kW - 1 000 kW,7,0.21
2018,2282 Kramfors,> 1 000 kW,0,0
2018,2282 Kramfors,Totalt,40,0.51
2018,2283 Sollefteå,< 20 kw,43,0.35
2018,2283 Sollefteå,20 kW - 1 000 kW,5,0.42
2018,2283 Sollefteå,> 1 000 kW,0,0
2018,2283 Sollefteå,Totalt,48,0.77
2018,2284 Örnsköldsvik,< 20 kw,68,0.58
2018,2284 Örnsköldsvik,20 kW - 1 000 kW,10,3.45
2018,2284 Örnsköldsvik,> 1 000 kW,0,0
2018,2284 Örnsköldsvik,Totalt,78,4.03
2018,2303 Ragunda,< 20 kw,13,0.09
2018,2303 Ragunda,20 kW - 1 000 kW,2,0.06
2018,2303 Ragunda,> 1 000 kW,0,0
2018,2303 Ragunda,Totalt,15,0.15
2018,2305 Bräcke,< 20 kw,31,0.29
2018,2305 Bräcke,20 kW - 1 000 kW,2,0.05
2018,2305 Bräcke,> 1 000 kW,0,0
2018,2305 Bräcke,Totalt,33,0.34
2018,2309 Krokom,< 20 kw,62,0.61
2018,2309 Krokom,20 kW - 1 000 kW,22,0.72
2018,2309 Krokom,> 1 000 kW,0,0
2018,2309 Krokom,Totalt,84,1.33
2018,2313 Strömsund,< 20 kw,17,0.15
2018,2313 Strömsund,20 kW - 1 000 kW,4,0.11
2018,2313 Strömsund,> 1 000 kW,0,0
2018,2313 Strömsund,Totalt,21,0.26
2018,2321 Åre,< 20 kw,58,0.55
2018,2321 Åre,20 kW - 1 000 kW,12,0.41
2018,2321 Åre,> 1 000 kW,0,0
2018,2321 Åre,Totalt,70,0.96
2018,2326 Berg,< 20 kw,59,0.46
2018,2326 Berg,20 kW - 1 000 kW,13,0.31
2018,2326 Berg,> 1 000 kW,0,0
2018,2326 Berg,Totalt,72,0.76
2018,2361 Härjedalen,< 20 kw,37,0.36
2018,2361 Härjedalen,20 kW - 1 000 kW,5,0.13
2018,2361 Härjedalen,> 1 000 kW,0,0
2018,2361 Härjedalen,Totalt,42,0.49
2018,2380 Östersund,< 20 kw,176,1.49
2018,2380 Östersund,20 kW - 1 000 kW,36,1.22
2018,2380 Östersund,> 1 000 kW,0,0
2018,2380 Östersund,Totalt,212,2.7
2018,2401 Nordmaling,< 20 kw,13,0.11
2018,2401 Nordmaling,20 kW - 1 000 kW,0,0
2018,2401 Nordmaling,> 1 000 kW,0,0
2018,2401 Nordmaling,Totalt,13,0.11
2018,2403 Bjurholm,< 20 kw,..,..
2018,2403 Bjurholm,20 kW - 1 000 kW,0,0
2018,2403 Bjurholm,> 1 000 kW,0,0
2018,2403 Bjurholm,Totalt,..,..
2018,2404 Vindeln,< 20 kw,..,..
2018,2404 Vindeln,20 kW - 1 000 kW,..,..
2018,2404 Vindeln,> 1 000 kW,0,0
2018,2404 Vindeln,Totalt,..,..
2018,2409 Robertsfors,< 20 kw,7,0.06
2018,2409 Robertsfors,20 kW - 1 000 kW,1,0.02
2018,2409 Robertsfors,> 1 000 kW,0,0
2018,2409 Robertsfors,Totalt,8,0.08
2018,2417 Norsjö,< 20 kw,2,0.01
2018,2417 Norsjö,20 kW - 1 000 kW,0,0
2018,2417 Norsjö,> 1 000 kW,0,0
2018,2417 Norsjö,Totalt,2,0.01
2018,2418 Malå,< 20 kw,0,0
2018,2418 Malå,20 kW - 1 000 kW,0,0
2018,2418 Malå,> 1 000 kW,0,0
2018,2418 Malå,Totalt,0,0
2018,2421 Storuman,< 20 kw,..,..
2018,2421 Storuman,20 kW - 1 000 kW,0,0
2018,2421 Storuman,> 1 000 kW,0,0
2018,2421 Storuman,Totalt,..,..
2018,2422 Sorsele,< 20 kw,..,..
2018,2422 Sorsele,20 kW - 1 000 kW,0,0
2018,2422 Sorsele,> 1 000 kW,0,0
2018,2422 Sorsele,Totalt,..,..
2018,2425 Dorotea,< 20 kw,0,0
2018,2425 Dorotea,20 kW - 1 000 kW,0,0
2018,2425 Dorotea,> 1 000 kW,0,0
2018,2425 Dorotea,Totalt,0,0
2018,2460 Vännäs,< 20 kw,14,0.14
2018,2460 Vännäs,20 kW - 1 000 kW,0,0
2018,2460 Vännäs,> 1 000 kW,0,0
2018,2460 Vännäs,Totalt,14,0.14
2018,2462 Vilhelmina,< 20 kw,7,0.05
2018,2462 Vilhelmina,20 kW - 1 000 kW,0,0
2018,2462 Vilhelmina,> 1 000 kW,0,0
2018,2462 Vilhelmina,Totalt,7,0.05
2018,2463 Åsele,< 20 kw,..,..
2018,2463 Åsele,20 kW - 1 000 kW,..,..
2018,2463 Åsele,> 1 000 kW,0,0
2018,2463 Åsele,Totalt,..,..
2018,2480 Umeå,< 20 kw,113,0.75
2018,2480 Umeå,20 kW - 1 000 kW,29,1.51
2018,2480 Umeå,> 1 000 kW,0,0
2018,2480 Umeå,Totalt,142,2.27
2018,2481 Lycksele,< 20 kw,0,0
2018,2481 Lycksele,20 kW - 1 000 kW,0,0
2018,2481 Lycksele,> 1 000 kW,0,0
2018,2481 Lycksele,Totalt,0,0
2018,2482 Skellefteå,< 20 kw,46,0.36
2018,2482 Skellefteå,20 kW - 1 000 kW,3,0.22
2018,2482 Skellefteå,> 1 000 kW,0,0
2018,2482 Skellefteå,Totalt,49,0.58
2018,2505 Arvidsjaur,< 20 kw,..,..
2018,2505 Arvidsjaur,20 kW - 1 000 kW,0,0
2018,2505 Arvidsjaur,> 1 000 kW,0,0
2018,2505 Arvidsjaur,Totalt,..,..
2018,2506 Arjeplog,< 20 kw,..,..
2018,2506 Arjeplog,20 kW - 1 000 kW,0,0
2018,2506 Arjeplog,> 1 000 kW,0,0
2018,2506 Arjeplog,Totalt,..,..
2018,2510 Jokkmokk,< 20 kw,8,0.06
2018,2510 Jokkmokk,20 kW - 1 000 kW,0,0
2018,2510 Jokkmokk,> 1 000 kW,0,0
2018,2510 Jokkmokk,Totalt,8,0.06
2018,2513 Överkalix,< 20 kw,0,0
2018,2513 Överkalix,20 kW - 1 000 kW,0,0
2018,2513 Överkalix,> 1 000 kW,0,0
2018,2513 Överkalix,Totalt,0,0
2018,2514 Kalix,< 20 kw,5,0.04
2018,2514 Kalix,20 kW - 1 000 kW,0,0
2018,2514 Kalix,> 1 000 kW,0,0
2018,2514 Kalix,Totalt,5,0.04
2018,2518 Övertorneå,< 20 kw,..,..
2018,2518 Övertorneå,20 kW - 1 000 kW,0,0
2018,2518 Övertorneå,> 1 000 kW,0,0
2018,2518 Övertorneå,Totalt,..,..
2018,2521 Pajala,< 20 kw,..,..
2018,2521 Pajala,20 kW - 1 000 kW,..,..
2018,2521 Pajala,> 1 000 kW,0,0
2018,2521 Pajala,Totalt,..,..
2018,2523 Gällivare,< 20 kw,..,..
2018,2523 Gällivare,20 kW - 1 000 kW,0,0
2018,2523 Gällivare,> 1 000 kW,0,0
2018,2523 Gällivare,Totalt,..,..
2018,2560 Älvsbyn,< 20 kw,..,..
2018,2560 Älvsbyn,20 kW - 1 000 kW,..,..
2018,2560 Älvsbyn,> 1 000 kW,0,0
2018,2560 Älvsbyn,Totalt,..,..
2018,2580 Luleå,< 20 kw,36,0.35
2018,2580 Luleå,20 kW - 1 000 kW,4,0.83
2018,2580 Luleå,> 1 000 kW,0,0
2018,2580 Luleå,Totalt,40,1.17
2018,2581 Piteå,< 20 kw,31,0.28
2018,2581 Piteå,20 kW - 1 000 kW,8,0.64
2018,2581 Piteå,> 1 000 kW,1,1.16
2018,2581 Piteå,Totalt,40,2.08
2018,2582 Boden,< 20 kw,10,0.07
2018,2582 Boden,20 kW - 1 000 kW,0,0
2018,2582 Boden,> 1 000 kW,0,0
2018,2582 Boden,Totalt,10,0.07
2018,2583 Haparanda,< 20 kw,..,..
2018,2583 Haparanda,20 kW - 1 000 kW,0,0
2018,2583 Haparanda,> 1 000 kW,0,0
2018,2583 Haparanda,Totalt,..,..
2018,2584 Kiruna,< 20 kw,..,..
2018,2584 Kiruna,20 kW - 1 000 kW,..,..
2018,2584 Kiruna,> 1 000 kW,0,0
2018,2584 Kiruna,Totalt,6,0.13
2019,00 Riket,< 20 kw,37656,347.12
2019,00 Riket,20 kW - 1 000 kW,6277,332.41
2019,00 Riket,> 1 000 kW,11,18.52
2019,00 Riket,Totalt,43944,698.05
2019,01 Stockholms län,< 20 kw,4616,40.99
2019,01 Stockholms län,20 kW - 1 000 kW,692,39.69
2019,01 Stockholms län,> 1 000 kW,2,2.62
2019,01 Stockholms län,Totalt,5310,83.3
2019,03 Uppsala län,< 20 kw,1961,18.97
2019,03 Uppsala län,20 kW - 1 000 kW,339,16.17
2019,03 Uppsala län,> 1 000 kW,1,1.12
2019,03 Uppsala län,Totalt,2301,36.25
2019,04 Södermanlands län,< 20 kw,1497,13.73
2019,04 Södermanlands län,20 kW - 1 000 kW,324,15.93
2019,04 Södermanlands län,> 1 000 kW,2,2.23
2019,04 Södermanlands län,Totalt,1823,31.89
2019,05 Östergötlands län,< 20 kw,2320,21.78
2019,05 Östergötlands län,20 kW - 1 000 kW,621,29.43
2019,05 Östergötlands län,> 1 000 kW,0,0
2019,05 Östergötlands län,Totalt,2941,51.21
2019,06 Jönköpings län,< 20 kw,1899,19.04
2019,06 Jönköpings län,20 kW - 1 000 kW,330,17.69
2019,06 Jönköpings län,> 1 000 kW,0,0
2019,06 Jönköpings län,Totalt,2229,36.74
2019,07 Kronobergs län,< 20 kw,1144,10.88
2019,07 Kronobergs län,20 kW - 1 000 kW,125,6.58
2019,07 Kronobergs län,> 1 000 kW,0,0
2019,07 Kronobergs län,Totalt,1269,17.46
2019,08 Kalmar län,< 20 kw,1335,11.49
2019,08 Kalmar län,20 kW - 1 000 kW,185,10.31
2019,08 Kalmar län,> 1 000 kW,2,2.69
2019,08 Kalmar län,Totalt,1522,24.49
2019,09 Gotlands län,< 20 kw,740,6.32
2019,09 Gotlands län,20 kW - 1 000 kW,85,2.92
2019,09 Gotlands län,> 1 000 kW,0,0
2019,09 Gotlands län,Totalt,825,9.24
2019,10 Blekinge län,< 20 kw,805,6.93
2019,10 Blekinge län,20 kW - 1 000 kW,75,5.11
2019,10 Blekinge län,> 1 000 kW,0,0
2019,10 Blekinge län,Totalt,880,12.04
2019,12 Skåne län,< 20 kw,5453,49.89
2019,12 Skåne län,20 kW - 1 000 kW,1063,63.08
2019,12 Skåne län,> 1 000 kW,0,0
2019,12 Skåne län,Totalt,6516,112.97
2019,13 Hallands län,< 20 kw,2384,22.89
2019,13 Hallands län,20 kW - 1 000 kW,361,17.72
2019,13 Hallands län,> 1 000 kW,1,2.7
2019,13 Hallands län,Totalt,2746,43.31
2019,14 Västra Götalands län,< 20 kw,6497,60.63
2019,14 Västra Götalands län,20 kW - 1 000 kW,935,49.62
2019,14 Västra Götalands län,> 1 000 kW,1,5
2019,14 Västra Götalands län,Totalt,7433,115.25
2019,17 Värmlands län,< 20 kw,1234,10.94
2019,17 Värmlands län,20 kW - 1 000 kW,122,6.92
2019,17 Värmlands län,> 1 000 kW,0,0
2019,17 Värmlands län,Totalt,1356,17.86
2019,18 Örebro län,< 20 kw,1056,10.05
2019,18 Örebro län,20 kW - 1 000 kW,182,8.37
2019,18 Örebro län,> 1 000 kW,0,0
2019,18 Örebro län,Totalt,1238,18.42
2019,19 Västmanlands län,< 20 kw,1046,9.5
2019,19 Västmanlands län,20 kW - 1 000 kW,298,16.25
2019,19 Västmanlands län,> 1 000 kW,1,1
2019,19 Västmanlands län,Totalt,1345,26.74
2019,20 Dalarnas län,< 20 kw,1063,9.38
2019,20 Dalarnas län,20 kW - 1 000 kW,122,4.7
2019,20 Dalarnas län,> 1 000 kW,0,0
2019,20 Dalarnas län,Totalt,1185,14.08
2019,21 Gävleborgs län,< 20 kw,777,6.99
2019,21 Gävleborgs län,20 kW - 1 000 kW,84,3.58
2019,21 Gävleborgs län,> 1 000 kW,0,0
2019,21 Gävleborgs län,Totalt,861,10.57
2019,22 Västernorrlands län,< 20 kw,548,5
2019,22 Västernorrlands län,20 kW - 1 000 kW,88,5.31
2019,22 Västernorrlands län,> 1 000 kW,0,0
2019,22 Västernorrlands län,Totalt,636,10.31
2019,23 Jämtlands län,< 20 kw,663,6.4
2019,23 Jämtlands län,20 kW - 1 000 kW,167,8.19
2019,23 Jämtlands län,> 1 000 kW,0,0
2019,23 Jämtlands län,Totalt,830,14.59
2019,24 Västerbottens län,< 20 kw,434,3.6
2019,24 Västerbottens län,20 kW - 1 000 kW,56,2.76
2019,24 Västerbottens län,> 1 000 kW,0,0
2019,24 Västerbottens län,Totalt,490,6.37
2019,25 Norrbottens län,< 20 kw,184,1.71
2019,25 Norrbottens län,20 kW - 1 000 kW,23,2.09
2019,25 Norrbottens län,> 1 000 kW,1,1.16
2019,25 Norrbottens län,Totalt,208,4.96
2019,0114 Upplands Väsby,< 20 kw,82,0.79
2019,0114 Upplands Väsby,20 kW - 1 000 kW,24,1.1
2019,0114 Upplands Väsby,> 1 000 kW,0,0
2019,0114 Upplands Väsby,Totalt,106,1.89
2019,0115 Vallentuna,< 20 kw,178,1.77
2019,0115 Vallentuna,20 kW - 1 000 kW,26,1.17
2019,0115 Vallentuna,> 1 000 kW,0,0
2019,0115 Vallentuna,Totalt,204,2.95
2019,0117 Österåker,< 20 kw,267,2.34
2019,0117 Österåker,20 kW - 1 000 kW,14,0.48
2019,0117 Österåker,> 1 000 kW,0,0
2019,0117 Österåker,Totalt,281,2.82
2019,0120 Värmdö,< 20 kw,280,2.32
2019,0120 Värmdö,20 kW - 1 000 kW,16,0.88
2019,0120 Värmdö,> 1 000 kW,0,0
2019,0120 Värmdö,Totalt,296,3.2
2019,0123 Järfälla,< 20 kw,218,1.83
2019,0123 Järfälla,20 kW - 1 000 kW,34,2.63
2019,0123 Järfälla,> 1 000 kW,0,0
2019,0123 Järfälla,Totalt,252,4.45
2019,0125 Ekerö,< 20 kw,157,1.39
2019,0125 Ekerö,20 kW - 1 000 kW,16,0.56
2019,0125 Ekerö,> 1 000 kW,0,0
2019,0125 Ekerö,Totalt,173,1.95
2019,0126 Huddinge,< 20 kw,312,2.5
2019,0126 Huddinge,20 kW - 1 000 kW,18,1.91
2019,0126 Huddinge,> 1 000 kW,0,0
2019,0126 Huddinge,Totalt,330,4.41
2019,0127 Botkyrka,< 20 kw,117,1.06
2019,0127 Botkyrka,20 kW - 1 000 kW,10,0.6
2019,0127 Botkyrka,> 1 000 kW,0,0
2019,0127 Botkyrka,Totalt,127,1.66
2019,0128 Salem,< 20 kw,..,..
2019,0128 Salem,20 kW - 1 000 kW,..,..
2019,0128 Salem,> 1 000 kW,0,0
2019,0128 Salem,Totalt,42,0.43
2019,0136 Haninge,< 20 kw,198,1.74
2019,0136 Haninge,20 kW - 1 000 kW,23,2.1
2019,0136 Haninge,> 1 000 kW,0,0
2019,0136 Haninge,Totalt,221,3.85
2019,0138 Tyresö,< 20 kw,..,..
2019,0138 Tyresö,20 kW - 1 000 kW,..,..
2019,0138 Tyresö,> 1 000 kW,0,0
2019,0138 Tyresö,Totalt,125,1.62
2019,0139 Upplands-Bro,< 20 kw,70,0.66
2019,0139 Upplands-Bro,20 kW - 1 000 kW,17,1.39
2019,0139 Upplands-Bro,> 1 000 kW,0,0
2019,0139 Upplands-Bro,Totalt,87,2.05
2019,0140 Nykvarn,< 20 kw,73,0.69
2019,0140 Nykvarn,20 kW - 1 000 kW,3,0.12
2019,0140 Nykvarn,> 1 000 kW,0,0
2019,0140 Nykvarn,Totalt,76,0.8
2019,0160 Täby,< 20 kw,190,1.86
2019,0160 Täby,20 kW - 1 000 kW,24,1.1
2019,0160 Täby,> 1 000 kW,0,0
2019,0160 Täby,Totalt,214,2.96
2019,0162 Danderyd,< 20 kw,71,0.73
2019,0162 Danderyd,20 kW - 1 000 kW,15,0.81
2019,0162 Danderyd,> 1 000 kW,0,0
2019,0162 Danderyd,Totalt,86,1.54
2019,0163 Sollentuna,< 20 kw,218,1.88
2019,0163 Sollentuna,20 kW - 1 000 kW,15,0.75
2019,0163 Sollentuna,> 1 000 kW,0,0
2019,0163 Sollentuna,Totalt,233,2.63
2019,0180 Stockholm,< 20 kw,460,3.96
2019,0180 Stockholm,20 kW - 1 000 kW,209,11.53
2019,0180 Stockholm,> 1 000 kW,1,1.55
2019,0180 Stockholm,Totalt,670,17.04
2019,0181 Södertälje,< 20 kw,267,2.33
2019,0181 Södertälje,20 kW - 1 000 kW,72,4.28
2019,0181 Södertälje,> 1 000 kW,1,1.08
2019,0181 Södertälje,Totalt,340,7.69
2019,0182 Nacka,< 20 kw,364,3.38
2019,0182 Nacka,20 kW - 1 000 kW,13,1.03
2019,0182 Nacka,> 1 000 kW,0,0
2019,0182 Nacka,Totalt,377,4.41
2019,0183 Sundbyberg,< 20 kw,24,0.19
2019,0183 Sundbyberg,20 kW - 1 000 kW,9,0.54
2019,0183 Sundbyberg,> 1 000 kW,0,0
2019,0183 Sundbyberg,Totalt,33,0.73
2019,0184 Solna,< 20 kw,16,0.16
2019,0184 Solna,20 kW - 1 000 kW,21,0.86
2019,0184 Solna,> 1 000 kW,0,0
2019,0184 Solna,Totalt,37,1.02
2019,0186 Lidingö,< 20 kw,90,0.84
2019,0186 Lidingö,20 kW - 1 000 kW,17,0.73
2019,0186 Lidingö,> 1 000 kW,0,0
2019,0186 Lidingö,Totalt,107,1.57
2019,0187 Vaxholm,< 20 kw,43,0.37
2019,0187 Vaxholm,20 kW - 1 000 kW,1,0.02
2019,0187 Vaxholm,> 1 000 kW,0,0
2019,0187 Vaxholm,Totalt,44,0.4
2019,0188 Norrtälje,< 20 kw,..,..
2019,0188 Norrtälje,20 kW - 1 000 kW,..,..
2019,0188 Norrtälje,> 1 000 kW,0,0
2019,0188 Norrtälje,Totalt,478,5.79
2019,0191 Sigtuna,< 20 kw,171,1.76
2019,0191 Sigtuna,20 kW - 1 000 kW,32,1.85
2019,0191 Sigtuna,> 1 000 kW,0,0
2019,0191 Sigtuna,Totalt,203,3.61
2019,0192 Nynäshamn,< 20 kw,157,1.32
2019,0192 Nynäshamn,20 kW - 1 000 kW,11,0.52
2019,0192 Nynäshamn,> 1 000 kW,0,0
2019,0192 Nynäshamn,Totalt,168,1.84
2019,0305 Håbo,< 20 kw,93,0.95
2019,0305 Håbo,20 kW - 1 000 kW,17,0.76
2019,0305 Håbo,> 1 000 kW,0,0
2019,0305 Håbo,Totalt,110,1.71
2019,0319 Älvkarleby,< 20 kw,31,0.27
2019,0319 Älvkarleby,20 kW - 1 000 kW,0,0
2019,0319 Älvkarleby,> 1 000 kW,0,0
2019,0319 Älvkarleby,Totalt,31,0.27
2019,0330 Knivsta,< 20 kw,115,1.04
2019,0330 Knivsta,20 kW - 1 000 kW,17,0.86
2019,0330 Knivsta,> 1 000 kW,0,0
2019,0330 Knivsta,Totalt,132,1.89
2019,0331 Heby,< 20 kw,103,1.01
2019,0331 Heby,20 kW - 1 000 kW,23,1.28
2019,0331 Heby,> 1 000 kW,1,1.12
2019,0331 Heby,Totalt,127,3.41
2019,0360 Tierp,< 20 kw,135,1.41
2019,0360 Tierp,20 kW - 1 000 kW,22,0.6
2019,0360 Tierp,> 1 000 kW,0,0
2019,0360 Tierp,Totalt,157,2.02
2019,0380 Uppsala,< 20 kw,1016,9.62
2019,0380 Uppsala,20 kW - 1 000 kW,170,9.23
2019,0380 Uppsala,> 1 000 kW,0,0
2019,0380 Uppsala,Totalt,1186,18.85
2019,0381 Enköping,< 20 kw,274,2.83
2019,0381 Enköping,20 kW - 1 000 kW,65,2.6
2019,0381 Enköping,> 1 000 kW,0,0
2019,0381 Enköping,Totalt,339,5.43
2019,0382 Östhammar,< 20 kw,194,1.84
2019,0382 Östhammar,20 kW - 1 000 kW,25,0.84
2019,0382 Östhammar,> 1 000 kW,0,0
2019,0382 Östhammar,Totalt,219,2.67
2019,0428 Vingåker,< 20 kw,77,0.71
2019,0428 Vingåker,20 kW - 1 000 kW,6,0.21
2019,0428 Vingåker,> 1 000 kW,0,0
2019,0428 Vingåker,Totalt,83,0.92
2019,0461 Gnesta,< 20 kw,124,1.17
2019,0461 Gnesta,20 kW - 1 000 kW,10,0.52
2019,0461 Gnesta,> 1 000 kW,0,0
2019,0461 Gnesta,Totalt,134,1.69
2019,0480 Nyköping,< 20 kw,249,2.27
2019,0480 Nyköping,20 kW - 1 000 kW,57,2.93
2019,0480 Nyköping,> 1 000 kW,0,0
2019,0480 Nyköping,Totalt,306,5.2
2019,0481 Oxelösund,< 20 kw,42,0.33
2019,0481 Oxelösund,20 kW - 1 000 kW,5,0.19
2019,0481 Oxelösund,> 1 000 kW,0,0
2019,0481 Oxelösund,Totalt,47,0.52
2019,0482 Flen,< 20 kw,104,1
2019,0482 Flen,20 kW - 1 000 kW,34,1.35
2019,0482 Flen,> 1 000 kW,0,0
2019,0482 Flen,Totalt,138,2.35
2019,0483 Katrineholm,< 20 kw,172,1.68
2019,0483 Katrineholm,20 kW - 1 000 kW,40,2.76
2019,0483 Katrineholm,> 1 000 kW,1,1.12
2019,0483 Katrineholm,Totalt,213,5.56
2019,0484 Eskilstuna,< 20 kw,411,3.8
2019,0484 Eskilstuna,20 kW - 1 000 kW,98,4.7
2019,0484 Eskilstuna,> 1 000 kW,1,1.11
2019,0484 Eskilstuna,Totalt,510,9.61
2019,0486 Strängnäs,< 20 kw,185,1.62
2019,0486 Strängnäs,20 kW - 1 000 kW,55,2.58
2019,0486 Strängnäs,> 1 000 kW,0,0
2019,0486 Strängnäs,Totalt,240,4.2
2019,0488 Trosa,< 20 kw,133,1.18
2019,0488 Trosa,20 kW - 1 000 kW,19,0.67
2019,0488 Trosa,> 1 000 kW,0,0
2019,0488 Trosa,Totalt,152,1.84
2019,0509 Ödeshög,< 20 kw,53,0.52
2019,0509 Ödeshög,20 kW - 1 000 kW,12,0.62
2019,0509 Ödeshög,> 1 000 kW,0,0
2019,0509 Ödeshög,Totalt,65,1.14
2019,0512 Ydre,< 20 kw,33,0.35
2019,0512 Ydre,20 kW - 1 000 kW,11,0.47
2019,0512 Ydre,> 1 000 kW,0,0
2019,0512 Ydre,Totalt,44,0.82
2019,0513 Kinda,< 20 kw,126,1.2
2019,0513 Kinda,20 kW - 1 000 kW,17,0.58
2019,0513 Kinda,> 1 000 kW,0,0
2019,0513 Kinda,Totalt,143,1.79
2019,0560 Boxholm,< 20 kw,58,0.58
2019,0560 Boxholm,20 kW - 1 000 kW,12,0.46
2019,0560 Boxholm,> 1 000 kW,0,0
2019,0560 Boxholm,Totalt,70,1.04
2019,0561 Åtvidaberg,< 20 kw,48,0.47
2019,0561 Åtvidaberg,20 kW - 1 000 kW,10,0.37
2019,0561 Åtvidaberg,> 1 000 kW,0,0
2019,0561 Åtvidaberg,Totalt,58,0.84
2019,0562 Finspång,< 20 kw,123,1.13
2019,0562 Finspång,20 kW - 1 000 kW,23,0.89
2019,0562 Finspång,> 1 000 kW,0,0
2019,0562 Finspång,Totalt,146,2.02
2019,0563 Valdemarsvik,< 20 kw,67,0.67
2019,0563 Valdemarsvik,20 kW - 1 000 kW,19,0.96
2019,0563 Valdemarsvik,> 1 000 kW,0,0
2019,0563 Valdemarsvik,Totalt,86,1.63
2019,0580 Linköping,< 20 kw,691,6.26
2019,0580 Linköping,20 kW - 1 000 kW,213,10.51
2019,0580 Linköping,> 1 000 kW,0,0
2019,0580 Linköping,Totalt,904,16.77
2019,0581 Norrköping,< 20 kw,505,4.83
2019,0581 Norrköping,20 kW - 1 000 kW,150,7.77
2019,0581 Norrköping,> 1 000 kW,0,0
2019,0581 Norrköping,Totalt,655,12.6
2019,0582 Söderköping,< 20 kw,110,1.01
2019,0582 Söderköping,20 kW - 1 000 kW,22,0.73
2019,0582 Söderköping,> 1 000 kW,0,0
2019,0582 Söderköping,Totalt,132,1.74
2019,0583 Motala,< 20 kw,297,2.81
2019,0583 Motala,20 kW - 1 000 kW,56,2.65
2019,0583 Motala,> 1 000 kW,0,0
2019,0583 Motala,Totalt,353,5.46
2019,0584 Vadstena,< 20 kw,86,0.77
2019,0584 Vadstena,20 kW - 1 000 kW,18,0.84
2019,0584 Vadstena,> 1 000 kW,0,0
2019,0584 Vadstena,Totalt,104,1.6
2019,0586 Mjölby,< 20 kw,123,1.19
2019,0586 Mjölby,20 kW - 1 000 kW,58,2.59
2019,0586 Mjölby,> 1 000 kW,0,0
2019,0586 Mjölby,Totalt,181,3.77
2019,0604 Aneby,< 20 kw,53,0.67
2019,0604 Aneby,20 kW - 1 000 kW,6,0.19
2019,0604 Aneby,> 1 000 kW,0,0
2019,0604 Aneby,Totalt,59,0.86
2019,0617 Gnosjö,< 20 kw,36,0.37
2019,0617 Gnosjö,20 kW - 1 000 kW,10,1.01
2019,0617 Gnosjö,> 1 000 kW,0,0
2019,0617 Gnosjö,Totalt,46,1.38
2019,0642 Mullsjö,< 20 kw,49,0.52
2019,0642 Mullsjö,20 kW - 1 000 kW,5,0.17
2019,0642 Mullsjö,> 1 000 kW,0,0
2019,0642 Mullsjö,Totalt,54,0.69
2019,0643 Habo,< 20 kw,..,..
2019,0643 Habo,20 kW - 1 000 kW,..,..
2019,0643 Habo,> 1 000 kW,0,0
2019,0643 Habo,Totalt,51,0.51
2019,0662 Gislaved,< 20 kw,172,1.81
2019,0662 Gislaved,20 kW - 1 000 kW,24,1.6
2019,0662 Gislaved,> 1 000 kW,0,0
2019,0662 Gislaved,Totalt,196,3.41
2019,0665 Vaggeryd,< 20 kw,94,0.89
2019,0665 Vaggeryd,20 kW - 1 000 kW,12,0.38
2019,0665 Vaggeryd,> 1 000 kW,0,0
2019,0665 Vaggeryd,Totalt,106,1.27
2019,0680 Jönköping,< 20 kw,556,5.46
2019,0680 Jönköping,20 kW - 1 000 kW,118,6.43
2019,0680 Jönköping,> 1 000 kW,0,0
2019,0680 Jönköping,Totalt,674,11.89
2019,0682 Nässjö,< 20 kw,168,1.62
2019,0682 Nässjö,20 kW - 1 000 kW,32,2.01
2019,0682 Nässjö,> 1 000 kW,0,0
2019,0682 Nässjö,Totalt,200,3.63
2019,0683 Värnamo,< 20 kw,218,2.27
2019,0683 Värnamo,20 kW - 1 000 kW,37,1.71
2019,0683 Värnamo,> 1 000 kW,0,0
2019,0683 Värnamo,Totalt,255,3.99
2019,0684 Sävsjö,< 20 kw,79,0.77
2019,0684 Sävsjö,20 kW - 1 000 kW,16,0.64
2019,0684 Sävsjö,> 1 000 kW,0,0
2019,0684 Sävsjö,Totalt,95,1.41
2019,0685 Vetlanda,< 20 kw,238,2.39
2019,0685 Vetlanda,20 kW - 1 000 kW,33,1.21
2019,0685 Vetlanda,> 1 000 kW,0,0
2019,0685 Vetlanda,Totalt,271,3.6
2019,0686 Eksjö,< 20 kw,..,..
2019,0686 Eksjö,20 kW - 1 000 kW,..,..
2019,0686 Eksjö,> 1 000 kW,0,0
2019,0686 Eksjö,Totalt,120,2.42
2019,0687 Tranås,< 20 kw,86,0.74
